business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,avg_rating,review_count,is_open,categories,nearest_attraction_id,nearest_attraction_name,nearest_attraction_category,distance_km
e41TP5cXZqSrz50xCBJqZw,"""Insomnia Restaurant & Lounge""",,"""563 Bloor Street W""",Toronto,ON,M5S 1Y6,43.6651314099,-79.4108515895,4.0,690,1,Nightlife;Bars;Breakfast & Brunch;Comfort Food;Lounges;Mediterranean;Restaurants,104,Randolph Centre for the Arts,Performing Arts,0.16443659355415938
B70iTJjcPkuYn8ouUewWgw,"""Gusto 101""",,"""101 Portland Street""",Toronto,ON,M5V 2N3,43.6450021311,-79.400309337,4.0,673,1,Italian;Restaurants,75,iArts Museum,Museum,0.0972958027000288
DE89UdHFMCN6DtYWZuer5A,"""Hokkaido Ramen Santouka""",Ryerson,"""91 Dundas Street E""",Toronto,ON,M5B 2C8,43.6563217314,-79.37749958,4.0,651,1,Noodles;Restaurants;Japanese;Ramen,83,Mackenzie House,Museum,0.12428126260287588
a8pmtlVKf7NiSLI-4KejIw,"""El Catrin Destileria""",Distillery District,"""18 Tank House Lane""",Toronto,ON,M5A 3C4,43.6507412,-79.3580174,3.5,646,1,Tapas/Small Plates;Mexican;Restaurants,176,Young Centre for the Performing Arts,Performing Arts,0.04388814231860363
k6zmSLmYAquCpJGKNnTgSQ,"""The Stockyards""",Wychwood,"""699 Saint Clair Avenue W""",Toronto,ON,M6C 1B2,43.6813458,-79.426147,4.0,646,1,Barbeque;Restaurants;American (Traditional);Southern,10,Artscape Wychwood Barns,Landmark,0.3028002412938673
mG71gQ5HWl7ut9OCN6NJKA,"""360 Restaurant""",Entertainment District,"""CN Tower, 301 Front Street W""",Toronto,ON,M5V 2T6,43.6427680935,-79.3870997429,3.5,627,1,American (New);Restaurants;Vegetarian;Canadian (New),41,CN Tower,Attraction,0.023333125380287072
h_4dPV9M9aYaBliH1Eoeeg,"""Wvrst""",,"""609 King Street W""",Toronto,ON,M5V 1M5,43.6441855505,-79.4010148553,4.0,623,1,Restaurants;Nightlife;Canadian (New);German;Bars,75,iArts Museum,Museum,0.1915005223149128
8I5U8OQ06nSxX2y4PPOWzQ,"""Japango""",Downtown Core,"""122 Elizabeth Street""",Toronto,ON,M5G 1P5,43.6551136,-79.385083,3.5,600,1,Sushi Bars;Restaurants,133,Textile Museum of Canada,Museum,0.1973138560199442
MS-hfug4QDXqb_Mws3qlzA,"""Grand Electric""",Parkdale,"""1330 Queen Street W""",Toronto,ON,M6K 1L4,43.6416745,-79.4316079,4.0,586,1,Bars;Nightlife;Restaurants;Mexican,141,The Theatre Centre,Performing Arts,0.9371288097044208
N_2yEZ41g9zDW_gWArFiHw,"""Sweet Jesus""",Entertainment District,"""106 John Street""",Toronto,ON,M5H 1X9,43.647419704,-79.3902875133,3.0,583,1,Food;Ice Cream & Frozen Yogurt;Coffee & Tea;Desserts,146,TIFF Bell Lightbox,Landmark,0.10045528978283477
Yl2TN9c23ZGLUBSD9ks5Uw,"""Byblos""",Entertainment District,"""11 Duncan Street""",Toronto,ON,M5V 3M2,43.6474337,-79.3881932,4.5,556,1,Restaurants;Middle Eastern;Mediterranean,115,Royal Alexandra Theatre,Performing Arts,0.06903164249527238
-9dmhyBvepc08KPEHlEM0w,"""CN Tower""",Entertainment District,"""301 Front Street W""",Toronto,ON,M5V 2T6,43.642561,-79.387062,4.0,554,1,Landmarks & Historical Buildings;Public Services & Government;Arts & Entertainment;Observatories,41,CN Tower,Attraction,0.0008949106093669309
O-uIEuv7JLUHajkemx_sVw,"""Beerbistro""",Downtown Core,"""18 King Street E""",Toronto,ON,M5C 1C4,43.649817,-79.377147,4.0,546,1,American (New);Pubs;Restaurants;Nightlife;Bars;Canadian (New);Bistros,70,Hockey Hall of Fame,Attraction,0.28992762286094803
O1TvPrgkK2bUo5O5aSZ7lw,"""Rol San""",Chinatown,"""323 Spadina Avenue""",Toronto,ON,M5T 2E9,43.6543527997,-79.3983133882,3.5,539,1,Dim Sum;Chinese;Restaurants,8,Art Gallery of Ontario,Gallery,0.6473716270246712
kOFDVcnj-8fd3doIpCQ06A,"""Mildred's Temple Kitchen""",Liberty Village,"""85 Hanna Avenue""",Toronto,ON,M6K 3S3,43.6399108749,-79.4204235077,4.0,539,1,Event Planning & Services;Canadian (New);Breakfast & Brunch;Vegetarian;Venues & Event Spaces;Comfort Food;American (New);Restaurants,141,The Theatre Centre,Performing Arts,0.4662688717004069
JMiaNitMzMbJm6Kh0RbT5A,"""Canoe""",Financial District,"""66 Wellington Street  W, 54th Floor, TD Bank Tower""",Toronto,ON,M5K 1H6,43.646954,-79.382159,4.0,539,1,Restaurants;American (New);Canadian (New),45,Design Exchange,Museum,0.21987015499405663
mZRKH9ngRY92bI_irrHq6w,"""Richmond Station""",Downtown Core,"""1 Richmond Street W""",Toronto,ON,M5H 3W4,43.6513729,-79.379285,4.5,515,1,Canadian (New);Restaurants,72,Hudson's Bay,Landmark,0.09356670649688342
KVpvE6pOPM9KMvak4HFsNg,"""Pizzeria Libretto""",Ossington Strip,"""221 Ossington Ave""",Toronto,ON,M6J 2Z8,43.6490017,-79.4203433,4.0,500,1,Restaurants;Pizza;Italian,141,The Theatre Centre,Performing Arts,0.7411773118393706
73_UT7fZ7mzXcguX8-oSuQ,"""Amsterdam BrewHouse""",Harbourfront,"""245 Queens Quay W""",Toronto,ON,M5J 2K9,43.6379121284,-79.3847308982,3.5,498,1,Bars;Burgers;Restaurants;Food;Nightlife;Breweries,139,The Power Plant Contemporary Art Gallery,Gallery,0.3235408995904928
snw9iNNLpFYZeHotW00uVA,"""Lee Restaurant""",,"""601 King Street W""",Toronto,ON,M5V 1M5,43.644144,-79.400384,4.0,484,1,Asian Fusion;Restaurants,75,iArts Museum,Museum,0.13355343609239156
nBl_4gw5ecGzNkHyzfii8g,"""Terroni""",Downtown Core,"""57A Adelaide Street E""",Toronto,ON,M5C 1K6,43.6510056,-79.3755384,3.5,469,1,Restaurants;Italian,159,Toronto Sculpture Garden,Featured Park,0.24538306629454465
fGurvC5BdOfd5MIuLUQYVA,"""Dumpling House Restaurant""",Chinatown,"""328 Spadina Avenue""",Toronto,ON,M5T 2E7,43.65379,-79.398698,3.5,459,1,Chinese;Restaurants,62,Graffiti Alley,Landmark,0.6520613159544051
0a2O150ytxrDjDzXNfRWkA,"""Miku Toronto""",Harbourfront,"""10 Bay Street, Unit 105""",Toronto,ON,M5J 2R8,43.6412346,-79.3773697,4.0,455,1,Restaurants;Japanese;Seafood;Sushi Bars,65,Harbour Square Park,Nature/ Park,0.14080634388172622
jc3p5SFyt9qrrMXt6E13ig,"""Tsujiri""",Downtown Core,"""147 Dundas Street""",Toronto,ON,M5G 1P5,43.6552918174,-79.3853147815,3.5,453,1,Ice Cream & Frozen Yogurt;Tea Rooms;Desserts;Food,133,Textile Museum of Canada,Museum,0.1826154650832788
_xAJZOKBMPOe47p1MphB2w,"""Fishman Lobster Clubhouse Restaurant""",Milliken,"""680 Silver Star Boulevard""",Toronto,ON,M1V 4S5,43.8242335814,-79.3007954253,4.0,451,1,Seafood;Restaurants;Live/Raw Food;Chinese,36,CF Fairview Mall,Landmark,7.083601799721165
SW6ZQk22G1_CV81_gfnvNQ,"""La Carnita""",Little Italy,"""501 College Street""",Toronto,ON,M5S 2K2,43.6560120109,-79.4096839428,4.0,445,1,Mexican;Restaurants,104,Randolph Centre for the Arts,Performing Arts,0.8576398093572082
pZ1quwXnYozLIZIVABojhw,"""Black Hoof""",Little Italy,"""928 Dundas Street W""",Toronto,ON,M6J 1W3,43.6509775,-79.4132797,4.0,443,1,Gastropubs;Restaurants;Nightlife;Cocktail Bars;Bars,144,Theatre Passe Muraille,Performing Arts,1.2262673862527989
ZumOnWbstgsIE6bJlxw0_Q,"""Jacobs & Co. Steakhouse""",,"""12 Brant Street""",Toronto,ON,M5V 1K4,43.6453708,-79.3980109,4.5,443,1,Restaurants;Steakhouses,75,iArts Museum,Museum,0.1673670739403778
zA6gnF5aPBGoOm6uIbKt-A,"""Yuzu No Hana""",Entertainment District,"""236 Adelaide Street W""",Toronto,ON,M5H 1W7,43.6483462,-79.3883282,4.0,442,1,Sushi Bars;Restaurants;Japanese,98,Onsite Gallery [at] OCADU,Gallery,0.13123944917377303
nT16Y6AsJDwEpUB1JICKzg,"""St. Lawrence Market""",St. Lawrence,"""92 Front Street E""",Toronto,ON,M5E 1C4,43.6496844,-79.3719613,4.5,434,1,Grocery;Farmers Market;Food,127,St. Lawrence Market and Market Gallery,Attraction,0.11799905889871674
HkHTdTvzbn-bmeQv_-2u0Q,"""Bannock""",Downtown Core,"""401 Bay Street""",Toronto,ON,M5H 2Y4,43.6517287,-79.3813893,4.0,433,1,Coffee & Tea;Canadian (New);Comfort Food;Food;Breakfast & Brunch;Sandwiches;Restaurants;Pizza,97,Old City Hall,Landmark,0.09374593567618082
BUcTdN-rNE8urCCQuxSOQA,"""Mother's Dumplings""",Chinatown,"""421 Spadina Avenue""",Toronto,ON,M5T 2A8,43.6571184,-79.3993309,3.5,430,1,Chinese;Restaurants,165,Ukrainian Museum of Canada,Museum,0.6210355204882874
trKyIRyjKqVSZmcU0AnICQ,"""Pearl Diver""",Corktown,"""100 Adelaide Street E""",Toronto,ON,M5C 1K9,43.6515704,-79.3737704,4.0,423,1,Chinese;Irish;Seafood;Breakfast & Brunch;Comfort Food;Steakhouses;Restaurants,125,St. James Park,Nature/ Park,0.1138959700899453
wSojc-y-d7MWiGWdy8deCg,"""Barque Smokehouse""",Roncesvalles,"""299 Roncesvalles Avenue""",Toronto,ON,M6R 2M3,43.6480097,-79.4496592,4.0,419,1,Smokehouse;Chicken Wings;Food;Restaurants;Barbeque;American (Traditional),93,Museum of Contemporary Canadian Art,Gallery,0.8826240554776335
7oEKIG7d1ttPRejppZ3WIA,"""Lady Marmalade""",Leslieville,"""898 Queen Street E""",Toronto,ON,M4M 1J3,43.6605167515,-79.3431122999,4.0,418,1,Breakfast & Brunch;Mexican;Italian;Restaurants,123,Soulpepper Theatre Company,Performing Arts,1.5176964916932525
oWTn2IzrprsRkPfULtjZtQ,"""The Burger's Priest""",Upper Beach,"""1636 Queen Street E""",Toronto,ON,M4L 1G3,43.6666719419,-79.3156067313,4.0,418,1,Restaurants;Burgers,11,Ashbridges Bay Park,Nature/ Park,0.9476959848833421
SjgeuBlgKER9yegpoxT99w,"""Nomé Izakaya""",Willowdale,"""4848 Yonge Street""",Toronto,ON,M2N 5N2,43.7626495361,-79.4114685059,4.0,416,1,Tapas Bars;Nightlife;Restaurants;Bars;Lounges;Japanese,89,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.5152846214985541
piZ4JqJI5WTljJuQV7yZHQ,"""KINTON RAMEN""",Downtown Core,"""51 Baldwin St""",Toronto,ON,M5T 1L1,43.6560081758,-79.3935581626,3.5,414,1,Japanese;Noodles;Restaurants;Soup;Ramen,8,Art Gallery of Ontario,Gallery,0.29065109995173394
RA00GtlU25TkIP9i9wd8bg,"""Ripley's Aquarium of Canada""",Entertainment District,"""288 Bremner Boulevard""",Toronto,ON,M5V 3L9,43.6424036,-79.3859716,4.0,412,1,Aquariums;Active Life,106,Ripley's Aquarium of Canada,Attraction,0.07545743097881986
XmgdFa3G_CZVfjtQEJMZfQ,"""Caplansky's Delicatessen""",,"""356 College Street""",Toronto,ON,M5T 1S6,43.6572066092,-79.4042482642,3.5,411,1,Sandwiches;Caterers;Delis;Breakfast & Brunch;Restaurants;Event Planning & Services,165,Ukrainian Museum of Canada,Museum,0.5810327714902939
RUd_M7DPJq1I3DPq0oF--w,"""Lahore Tikka House""",Leslieville,"""1365 Gerrard Street E""",Toronto,ON,M4L 1Z3,43.6715972,-79.3244441,3.5,404,1,Indian;Barbeque;Halal;Restaurants;Pakistani,11,Ashbridges Bay Park,Nature/ Park,2.0305181264129555
MhiBpIBNTCAm1Xd3WzRzjQ,"""Messini Authentic Gyros""",Greektown,"""445 Danforth Avenue""",Toronto,ON,M4K 1P2,43.6776906,-79.3505356,3.5,402,1,Sandwiches;Mediterranean;Greek;Restaurants;Burgers,135,The Danforth Music Hall,Performing Arts,0.7356362829346897
i--dxuKd_6Dx7mwgQ5nl-g,"""School Restaurant""",Liberty Village,"""70 Fraser Avenue""",Toronto,ON,M6K 3E1,43.6378933,-79.4243692,3.5,398,1,Bakeries;Restaurants;Canadian (New);Breakfast & Brunch;American (New);Food,141,The Theatre Centre,Performing Arts,0.5798262784273914
Fx5haZv9PP3E7Ljp-h7B1Q,"""Eggspectation""",Downtown Core,"""483 Bay Street""",Toronto,ON,M5H 2C9,43.6532721,-79.3812455,4.0,395,1,Juice Bars & Smoothies;Restaurants;Breakfast & Brunch;Food,97,Old City Hall,Landmark,0.09906752549563654
ttuEwktrkmh3TUlSFPZqAA,"""Banh Mi Boys""",Ryerson,"""399 Yonge Street""",Toronto,ON,M5B,43.6590974,-79.3820781,4.0,390,1,Asian Fusion;Restaurants;Vietnamese,95,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,0.1369730271724445
K6XIGkyk7-fuOQtA8i7p6A,"""Mill Street Brew Pub""",Distillery District,"""21 Tank House Lane""",Toronto,ON,M5A 3C4,43.6504424511,-79.3584427521,3.5,390,1,Brasseries;Food;Bars;Breweries;Restaurants;Nightlife;Pubs;Brewpubs,136,The Distillery Historic District,Landmark,0.08165753607663026
Qa4eXuZ1IFPwnVXJcpZWtw,"""Real Sports Bar & Grill""",,"""15 York Street""",Toronto,ON,M5J 0A3,43.6426783334,-79.3800445915,3.5,389,1,Nightlife;Restaurants;Sports Bars;Canadian (New);American (New);Bars,140,The Second City,Performing Arts,0.12821790694086246
rxA9c0_XObabVL1WCTA4FA,"""Sneaky Dee's""",Kensington Market,"""431 College Street""",Toronto,ON,M5T 1T1,43.656333,-79.407487,3.5,386,1,Tex-Mex;Breakfast & Brunch;Bars;Dive Bars;Nightlife;Restaurants,165,Ukrainian Museum of Canada,Museum,0.8662863991419433
nHFJtud7jWZhM9dHQ1eIRA,"""Buk Chang Dong Soon Tofu""",Koreatown,"""691 Bloor Street W""",Toronto,ON,M6G 1L3,43.6636232,-79.4169815,4.0,381,1,Korean;Restaurants,104,Randolph Centre for the Arts,Performing Arts,0.6806030012045848
VRwT0pscR5vESCrAnUpNwQ,"""Wilbur Mexicana""",,"""552 King Street W""",Toronto,ON,M5V 1M3,43.6448775,-79.3987981,4.0,379,1,Ethnic Food;Specialty Food;Food;Mexican;Restaurants,75,iArts Museum,Museum,0.0712644084178027
cQK9M2JAwETQnnBoYyua5A,"""The Senator""",Downtown Core,"""249 Victoria Street""",Toronto,ON,M5B 1T8,43.6557366,-79.3790022,4.0,377,1,Diners;Cafes;Canadian (New);Lounges;Bars;Breakfast & Brunch;Restaurants;Coffee & Tea;Desserts;Nightlife;Food,83,Mackenzie House,Museum,0.06614858716852509
Cp3YRVZojrCGeQS41Hf1pw,"""Pho Hung""",Chinatown,"""350 Spadina Avenue""",Toronto,ON,M5T 2G4,43.6544502,-79.3990304,3.0,376,1,Vietnamese;Restaurants,62,Graffiti Alley,Landmark,0.7275163910347384
CN5nuUQod0f8g3oh99qq0w,"""KINKA IZAKAYA BLOOR""",,"""559 Bloor St W""",Toronto,ON,M5S 1Y6,43.665157,-79.410658,4.0,372,1,Restaurants;Tapas/Small Plates;Nightlife;Japanese;Pubs;Tapas Bars;Bars,104,Randolph Centre for the Arts,Performing Arts,0.16862916732620695
Qmwfg-PtYuCo5Q_IwcA_HQ,"""JaBistro""",Entertainment District,"""222 Richmond Street W""",Toronto,ON,M5V 1W4,43.6497069,-79.3881177,4.0,372,1,Sushi Bars;Restaurants;Japanese,98,Onsite Gallery [at] OCADU,Gallery,0.02356833491932398
_u1Bq7QsgMUXSMex8QHqLQ,"""Burrito Boyz""",Entertainment District,"""224 Adelaide Street W""",Toronto,ON,M5H 1W7,43.648702,-79.388077,4.0,369,1,Tex-Mex;Restaurants;Mexican,98,Onsite Gallery [at] OCADU,Gallery,0.08858140782953292
O-b5osM0NO4f31dp6_DatQ,"""Nadege""",Trinity Bellwoods,"""780 Queen Street W""",Toronto,ON,M6J 1G2,43.6458059426,-79.4114097683,4.0,369,1,Patisserie/Cake Shop;Specialty Food;Bakeries;Food;Macarons;Desserts,51,Factory Theatre,Performing Arts,0.9541931943352429
UxWH8zRYIBgs6Q2oykvRdw,"""Cluny Bistro & Boulangerie""",Distillery District,"""35 Tank House Lane""",Toronto,ON,M5A 3C4,43.6505879,-79.3578962,3.5,368,1,Cocktail Bars;Bars;French;Nightlife;Restaurants;Wine Bars,176,Young Centre for the Performing Arts,Performing Arts,0.04552337894850793
nqTvE7ivdU23oUWdI01tOA,"""Under The Table Restaurant""",Cabbagetown,"""568 Parliament Street""",Toronto,ON,M4X 1P8,43.6674228,-79.3694556,4.5,366,1,Food;Comfort Food;Restaurants;Caribbean;Breakfast & Brunch,171,Winchester Street Theatre,Performing Arts,0.2863012394017574
LBHbyID7tcaGszznHtnCrw,"""JOEY Eaton Centre""",Downtown Core,"""1 Dundas Street W""",Toronto,ON,M5G 1Z3,43.6554038,-79.3819289,3.5,365,1,Restaurants;Nightlife;Bars;Canadian (New);Sports Bars,164,Trinity Square,Landmark,0.0853151552877348
YLc7Djf3GsC8IT84YkZMzw,"""Sukho Thai""",,"""274 Parliament Street, Suite A""",Toronto,ON,M5A 3A4,43.6584053,-79.3657536,4.0,365,1,Thai;Restaurants,96,Native Earth Performing Arts & Aki Studio,Performing Arts,0.44823857562394104
vh1tPEaPioD78QmoqnWXpw,"""Sukho Thai""",St. Lawrence,"""52 Wellington Street E""",Toronto,ON,M5E 1C9,43.6485607,-79.3745641,3.5,364,1,Thai;Restaurants,61,Gooderham Flatiron Building,Landmark,0.04575076107817315
O_UC_izJXcAmkm6HlEyGSA,"""Playa Cabana""",The Annex,"""111 Dupont Street""",Toronto,ON,M5R 1V4,43.6759577693,-79.4011840224,4.0,363,1,Mexican;Restaurants;Nightlife;Bars,124,Spadina Museum,Museum,0.8459159977802977
SGP1jf6k7spXkgwBlhiUVw,"""Kekou Gelato House""",Downtown Core,"""13 Baldwin Street""",Toronto,ON,M5T 1L1,43.6559827,-79.3926865,4.5,363,1,Desserts;Cafes;Food;Ice Cream & Frozen Yogurt;Restaurants,8,Art Gallery of Ontario,Gallery,0.2650495816345836
A7waf6G3cvnLfAqKeLL8DA,"""Buca""",,"""604 King Street W""",Toronto,ON,M5V 1M6,43.6445122,-79.4003621,4.0,356,1,Italian;Restaurants,75,iArts Museum,Museum,0.11061088735352931
crstB-H5rOfbXhV8pX0e6g,"""Ramen Isshin""",Kensington Market,"""421 College Street""",Toronto,ON,M5T 1T1,43.6564585,-79.4069812,4.5,356,1,Noodles;Japanese;Food;Ramen;Restaurants,165,Ukrainian Museum of Canada,Museum,0.8180412004150656
nu-DHeDtxnOW5vYj93dGPQ,"""The Lakeview""",Little Portugal,"""1132 Dundas Street W""",Toronto,ON,M6J 1X2,43.6495907,-79.4203852,3.5,355,1,Restaurants;Canadian (New);American (New);Diners,141,The Theatre Centre,Performing Arts,0.7985784475972768
4m_hApwQ054v3ue_OxFmGw,"""Patria""",,"""480 King Street W""",Toronto,ON,M5V 1L7,43.6454236,-79.3962213,4.0,355,1,Restaurants;Nightlife;Wine Bars;Bars;Spanish;Tapas Bars,7,Arcadia Earth,Attraction,0.28573665297794815
9Eghhu_LzEJgDKNgisf3rg,"""SCADDABUSH Italian Kitchen & Bar""",Downtown Core,"""382 Yonge Street, Unit #7""",Toronto,ON,M5B 1S8,43.6592789,-79.3824692,3.5,352,1,Bars;Wine Bars;Italian;Restaurants;Specialty Food;Nightlife;Food;Beer;Wine & Spirits,95,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,0.12219581847089991
3uIXuw878fNjxZ2Li1diFg,"""The Hogtown Vegan""",Dovercourt,"""1056 Bloor St. W""",Toronto,ON,M6H 1M3,43.6605669,-79.4325733,4.0,349,1,Vegan;Restaurants;Southern,93,Museum of Contemporary Canadian Art,Gallery,1.5511831311881188
HUYEadSbGSQNHXFmT2Ujjw,"""Manpuku Japanese Eatery""",Downtown Core,"""105 McCaul Street, Unit 29-31""",Toronto,ON,M5T 2X4,43.6536533,-79.3909434,4.0,344,1,Restaurants;Japanese,8,Art Gallery of Ontario,Gallery,0.17621194762075487
q5xrVJ4kivx_yEfJeOKNYQ,"""Bar Isabel""",Bickford Park,"""797 College Street""",Toronto,ON,M6G 1C6,43.6546473,-79.4207891,4.0,343,1,Restaurants;Tapas Bars;Spanish,141,The Theatre Centre,Performing Arts,1.321853239786712
_cjPEH9wXhKS-HQe_U3M4Q,"""Le Sélect Bistro""",,"""432 Wellington Street W""",Toronto,ON,M5V 1E3,43.6437840329,-79.3968091867,4.0,340,1,Breakfast & Brunch;French;Restaurants;Coffee & Tea;Food,7,Arcadia Earth,Attraction,0.09280683897818492
UDk7qUVIetK3Y3NuARguqg,"""Banjara Indian Cuisine""",Christie Pits,"""796 Bloor Street W""",Toronto,ON,M6G 1L7,43.6631596,-79.4219229,4.0,339,1,Restaurants;Indian,104,Randolph Centre for the Arts,Performing Arts,1.2302967132157554
jTZYireK6pnPb6Rni0jygw,"""Wow Sushi""",Downtown Core,"""11 Charles Street W""",Toronto,ON,M4Y 1R4,43.668515749,-79.3868207932,4.0,337,1,Restaurants;Sushi Bars,24,CAA Theatre (formerly Panasonic Theatre),Performing Arts,0.13355554688177762
BxCzy1WOVxOrr_G7V4BIvg,"""Lola's Kitchen""",Church-Wellesley Village,"""634 Church Street""",Toronto,ON,M4Y 2G3,43.6697687,-79.382838,4.0,335,1,Breakfast & Brunch;Vegan;Tapas Bars;Gluten-Free;Restaurants,24,CAA Theatre (formerly Panasonic Theatre),Performing Arts,0.3736102646105131
pSMK_FtULKiU-iuh7SMKwg,"""Blaze Fast-Fire'd Pizza""",Ryerson,"""10 Dundas Street East, #124""",Toronto,ON,M5B 2G9,43.6565313337,-79.3800427474,4.5,333,1,Restaurants;Gluten-Free;Fast Food;Salad;Pizza,118,Sankofa Square (formerly known as Yonge-Dundas Square),Landmark,0.07939152650539494
mBOIef7a4hONEbSi_ai8Bw,"""Beast""",Niagara,"""96 Tecumseth Street""",Toronto,ON,M6J 2H1,43.6441147,-79.405753,4.0,330,1,Restaurants;Breakfast & Brunch;American (New);Canadian (New);Tapas/Small Plates,51,Factory Theatre,Performing Arts,0.358640417515657
OllK5_S-7svgSwbUfx1xYA,"""King's Noodle Restaurant""",Chinatown,"""296 Spadina Avenue""",Toronto,ON,M5T 2E7,43.6531048,-79.3985413,3.5,329,1,Ethnic Food;Noodles;Restaurants;Specialty Food;Chinese;Food;Imported Food;Barbeque,62,Graffiti Alley,Landmark,0.5755672151092359
QFPS9JBNdOOHVP0C3pSslw,"""Earls Kitchen + Bar""",Financial District,"""150 King Street West, Unit 100""",Toronto,ON,V5H 1J9,43.6480134621,-79.3839246431,3.5,329,1,Restaurants;Bars;American (Traditional);Comfort Food;Cocktail Bars;Nightlife;American (New);Canadian (New),134,The 48th Highlanders Museum,Museum,0.2114158468359512
J9BmILDpV1Pr3GKU9XhjTQ,"""Little India Restaurant""",Queen Street West,"""255 Queen Street W""",Toronto,ON,M5V 1Z4,43.6502008,-79.3888945,3.5,325,1,Restaurants;Indian;Food;Food Delivery Services;Caterers;Buffets;Vegetarian;Event Planning & Services,178,Yuk Yuk's,Performing Arts,0.0786676734480864
hkZh4tAa2oJ34i8hxej6Zg,"""The Gabardine""",Financial District,"""372 Bay Street""",Toronto,ON,M5H 2W9,43.6509626,-79.3814224,4.0,325,1,Canadian (New);Diners;American (New);Restaurants;Breakfast & Brunch;Food;Desserts,97,Old City Hall,Landmark,0.17470287566854953
wNXw53wmePcf_V3rF18LUg,"""Grazie Ristorante""",Yonge and Eglinton,"""2373 Yonge Street""",Toronto,ON,M4P 2C8,43.7093922,-79.398862,4.0,325,1,Italian;Restaurants;Bars;Nightlife;Wine Bars,4,Alexander Muir Memorial Gardens,Nature/ Park,1.3764226332507958
8MWiywu09bhLWIpzVaD4gw,"""Aunties & Uncles""",,"""74 Lippincott Street""",Toronto,ON,M5S 2P1,43.6569999,-79.4067699,3.5,324,1,Breakfast & Brunch;Restaurants,165,Ukrainian Museum of Canada,Museum,0.7578086496257823
